Dataset,MR1,MR2,objfailureRateMR1,objfailureRateMR2,objfailureRateMR1_MR2_combined,objfailureRateMR1_2_composite,classfailureRateMR1,classfailureRateMR2,classfailureRateMR1_MR2_combined,classfailureRateMR1_2_composite,objClassDetectFailureRateMR1,objClassDetectFailureRateMR2,objClassDetectFailureRateMR1_MR2,objClassDetectFailureRateMR12,objDetectCompositeMRUniqueFaults,objClassCompositeMRUniqueFaults,compositeMRUniqueFaults,timeMR1,timeMR2,timeMR12,timeMR12_composite,Avg. MRx U MRy Improvement for object Detection,Avg. MRx U MRy effectiveness of composite MR against composable MRs (Detection),Avg. MRx U MRy Improvement for object classification,Avg. MRx U MRy effectiveness of composite MR against composable MRs (classification),Avg. MRx U MRy Improvement for object ,Avg. MRx U MRy effectiveness of composite MR against composable MRs
cocoanimal,flipLeftRight,flipUpDown,0.328421053,0.558947368,0.630526316,0.557894737,0.534736842,0.966315789,0.976842105,0.965263158,0.16,0.545263158,0.549473684,0.544210526,0.012631579,0.010526316,0.011578947,127.2848014,121.9067941,249.1915955,121.1568742,1,0,1,0,1,0
,flipLeftRight,rotateMinus5deg,0.328421053,0.363157895,0.486315789,0.381052632,0.534736842,0.557894737,0.672631579,0.562105263,0.16,0.191578947,0.266315789,0.185263158,0.074736842,0.052631579,0.04,122.0158416,126.977251,248.9930926,123.5356221,1,1,1,1,1,0
,flipLeftRight,rotatePlus5deg,0.328421053,0.376842105,0.494736842,0.4,0.534736842,0.553684211,0.673684211,0.56,0.16,0.192631579,0.264210526,0.196842105,0.068421053,0.048421053,0.042105263,123.3837291,121.4168107,244.8005398,122.9547875,1,1,1,1,1,1
,flipLeftRight,shearMinus20deg,0.328421053,0.362105263,0.481052632,0.374736842,0.534736842,0.677894737,0.736842105,0.661052632,0.16,0.276842105,0.32,0.270526316,0.061052632,0.055789474,0.051578947,122.2494303,171.8009498,294.0503801,173.4387858,1,1,1,0,1,0
,flipLeftRight,shearPlus20deg,0.328421053,0.353684211,0.465263158,0.390526316,0.534736842,0.658947368,0.721052632,0.667368421,0.16,0.255789474,0.304210526,0.28,0.069473684,0.064210526,0.057894737,122.6525926,175.8012688,298.4538614,178.1491034,1,1,1,1,1,1
,flipUpDown,rotateMinus5deg,0.558947368,0.363157895,0.648421053,0.554736842,0.966315789,0.557894737,0.98,0.962105263,0.545263158,0.191578947,0.552631579,0.543157895,0.011578947,0.008421053,0.011578947,121.0283443,119.9312882,240.9596325,119.8870495,1,0,1,0,1,0
,flipUpDown,rotatePlus5deg,0.558947368,0.376842105,0.650526316,0.562105263,0.966315789,0.553684211,0.981052632,0.965263158,0.545263158,0.192631579,0.551578947,0.545263158,0.012631579,0.008421053,0.011578947,126.1815034,128.1238471,254.3053505,121.7848045,1,1,1,0,1,0
,flipUpDown,shearMinus20deg,0.558947368,0.362105263,0.611578947,0.558947368,0.966315789,0.677894737,0.981052632,0.975789474,0.545263158,0.276842105,0.549473684,0.551578947,0.010526316,0.009473684,0.012631579,120.7743545,168.2566227,289.0309772,169.5340791,1,0,1,1,0,1
,flipUpDown,shearPlus20deg,0.558947368,0.353684211,0.616842105,0.566315789,0.966315789,0.658947368,0.985263158,0.976842105,0.545263158,0.255789474,0.553684211,0.554736842,0.011578947,0.005263158,0.007368421,123.9954639,170.1407288,294.1361927,181.5255678,1,1,1,1,0,1
,rotateMinus5deg,shearMinus20degrees,0.363157895,0.362105263,0.495789474,0.417894737,0.557894737,0.677894737,0.735789474,0.708421053,0.191578947,0.276842105,0.323157895,0.315789474,0.064210526,0.065263158,0.058947368,124.4412171,176.1658782,300.6070953,182.5725193,1,1,1,1,1,1
,rotateMinus5deg,shearPlus20degrees,0.363157895,0.353684211,0.493684211,0.396842105,0.557894737,0.658947368,0.725263158,0.625263158,0.191578947,0.255789474,0.307368421,0.244210526,0.061052632,0.050526316,0.043157895,120.6674123,172.1227709,292.7901832,183.2111796,1,1,1,0,1,0
,flipLeftRight,blurImage,0.328421053,0.504210526,0.584210526,0.512631579,0.534736842,0.909473684,0.922105263,0.9,0.16,0.485263158,0.493684211,0.484210526,0.016842105,0.02,0.022105263,128.4198864,122.5823193,251.0022057,123.1892772,1,1,1,0,1,0
,flipUpDown,blurImage,0.558947368,0.504210526,0.589473684,0.577894737,0.966315789,0.909473684,0.991578947,0.988421053,0.545263158,0.485263158,0.564210526,0.569473684,0.009473684,0.005263158,0.006315789,122.4992939,126.5022371,249.001531,123.0096574,1,1,1,1,0,1
,rotateMinus5deg,blurImage,0.363157895,0.504210526,0.601052632,0.498947368,0.557894737,0.909473684,0.921052632,0.893684211,0.191578947,0.485263158,0.489473684,0.473684211,0.028421053,0.029473684,0.030526316,120.255584,137.5575616,257.8131456,132.9282424,1,0,1,0,1,0
,rotatePlus5deg,shearMinus20degrees,0.376842105,0.362105263,0.5,0.416842105,0.553684211,0.677894737,0.744210526,0.651578947,0.192631579,0.276842105,0.331578947,0.269473684,0.066315789,0.048421053,0.041052632,123.9943406,153.3271539,277.3214945,162.2906793,1,1,1,0,1,0
,rotatePlus5deg,shearPlus20degrees,0.376842105,0.353684211,0.489473684,0.415789474,0.553684211,0.658947368,0.721052632,0.710526316,0.192631579,0.255789474,0.306315789,0.312631579,0.065263158,0.074736842,0.068421053,106.7882093,153.9872997,260.775509,162.8923978,1,1,1,1,0,1
,rotatePlus5deg,blurImage,0.376842105,0.504210526,0.608421053,0.496842105,0.553684211,0.909473684,0.924210526,0.896842105,0.192631579,0.485263158,0.495789474,0.470526316,0.023157895,0.026315789,0.028421053,107.2809678,108.5931115,215.8740793,120.7364151,1,0,1,0,1,0
,shearMinus20degrees,blurImage,0.362105263,0.504210526,0.571578947,0.517894737,0.677894737,0.909473684,0.935789474,0.924210526,0.276842105,0.485263158,0.509473684,0.501052632,0.026315789,0.026315789,0.024210526,177.1199383,124.4577429,301.5776812,176.201189,1,1,1,1,1,1
,shearPlus20degrees,blurImage,0.353684211,0.504210526,0.570526316,0.513684211,0.658947368,0.909473684,0.929473684,0.923157895,0.255789474,0.485263158,0.496842105,0.498947368,0.025263158,0.029473684,0.030526316,170.496465,123.2496446,293.7461096,173.840312,1,1,1,1,0,1
,flipLeftRight,brightnessPlus20,0.328421053,0.070526316,0.349473684,0.328421053,0.534736842,0.46,0.611578947,0.543157895,0.16,0.042105263,0.177894737,0.166315789,0.023157895,0.011578947,0.012631579,167.9068626,172.5252733,340.4321359,172.8140918,1,0,1,1,1,1
,flipUpDown,brightnessPlus20,0.558947368,0.070526316,0.570526316,0.56,0.966315789,0.46,0.977894737,0.966315789,0.545263158,0.042105263,0.545263158,0.546315789,0.001052632,0.001052632,0.002105263,177.2126207,186.2996015,363.5122222,185.7329456,1,1,1,0,0,1
,rotatePlus5deg,brightnessPlus20,0.376842105,0.070526316,0.401052632,0.38,0.553684211,0.46,0.650526316,0.561052632,0.192631579,0.042105263,0.212631579,0.195789474,0.025263158,0.014736842,0.014736842,180.2747234,184.4732934,364.7480168,184.6279476,1,1,1,1,1,1
,shearPlus20deg,brightnessPlus20,0.353684211,0.070526316,0.374736842,0.36,0.658947368,0.46,0.713684211,0.663157895,0.255789474,0.042105263,0.269473684,0.264210526,0.018947368,0.012631579,0.015789474,252.2206549,187.2466758,439.4673307,254.1367336,1,1,1,1,1,1
,flipLeftRight,brightnessMinus20,0.328421053,0.089473684,0.354736842,0.330526316,0.534736842,0.458947368,0.607368421,0.542105263,0.16,0.046315789,0.18,0.167368421,0.024210526,0.013684211,0.014736842,182.0177737,185.3289335,367.3467072,180.8777203,1,1,1,1,1,1
,flipUpDown,brightnessMinus20,0.558947368,0.089473684,0.577894737,0.556842105,0.966315789,0.458947368,0.977894737,0.963157895,0.545263158,0.046315789,0.546315789,0.542105263,0.003157895,0.003157895,0.003157895,183.4548104,176.3140962,359.7689066,178.1191251,1,0,1,0,1,0
,rotatePlus5deg,brightnessMinus20,0.376842105,0.089473684,0.406315789,0.389473684,0.553684211,0.458947368,0.644210526,0.558947368,0.192631579,0.046315789,0.214736842,0.198947368,0.028421053,0.012631579,0.014736842,177.8357447,177.5789243,355.414669,179.07076,1,1,1,1,1,1
,shearPlus20deg,brightnessMinus20,0.353684211,0.089473684,0.374736842,0.358947368,0.658947368,0.458947368,0.708421053,0.66,0.255789474,0.046315789,0.268421053,0.257894737,0.023157895,0.013684211,0.015789474,249.0874485,178.489105,427.5765535,240.5285513,1,1,1,1,1,1
,flipLeftRight,fisheye,0.328421053,0.476842105,0.573684211,0.470526316,0.534736842,0.662105263,0.770526316,0.687368421,0.16,0.321052632,0.356842105,0.328421053,0.057894737,0.050526316,0.04,168.0901278,3069.668624,3237.758752,2907.383571,1,0,1,1,1,1
,flipUpDown,fisheye,0.558947368,0.476842105,0.678947368,0.561052632,0.966315789,0.662105263,0.985263158,0.968421053,0.545263158,0.321052632,0.554736842,0.550526316,0.012631579,0.006315789,0.011578947,152.4524189,3012.472448,3164.924866,3084.47713,1,1,1,1,1,1
,rotatePlus5deg,fisheye,0.376842105,0.476842105,0.573684211,0.527368421,0.553684211,0.662105263,0.752631579,0.669473684,0.192631579,0.321052632,0.355789474,0.344210526,0.076842105,0.041052632,0.036842105,180.2552233,3132.781076,3313.0363,3538.678969,1,1,1,1,1,1
,shearPlus20deg,fisheye,0.353684211,0.476842105,0.555789474,0.493684211,0.658947368,0.662105263,0.794736842,0.756842105,0.255789474,0.321052632,0.373684211,0.386315789,0.067368421,0.061052632,0.057894737,256.2284194,3147.271638,3403.500057,3228.309859,1,1,1,1,0,1
,flipLeftRight,contrastUp,0.328421053,0.38,0.511578947,0.415789474,0.534736842,0.734736842,0.794736842,0.745263158,0.16,0.311578947,0.362105263,0.335789474,0.043157895,0.044210526,0.048421053,165.4871344,152.8819375,318.3690719,154.0648095,1,1,1,1,1,1
,flipUpDown,contrastUp,0.558947368,0.38,0.6,0.567368421,0.966315789,0.734736842,0.984210526,0.981052632,0.545263158,0.311578947,0.554736842,0.557894737,0.012631579,0.008421053,0.010526316,152.4304335,153.0949322,305.5253657,153.6278857,1,1,1,1,0,1
,rotatePlus5deg,contrastUp,0.376842105,0.38,0.535789474,0.424210526,0.553684211,0.734736842,0.792631579,0.733684211,0.192631579,0.311578947,0.363157895,0.328421053,0.050526316,0.036842105,0.035789474,154.0791338,154.9315892,309.010723,154.5065223,1,1,1,0,1,1
,shearPlus20deg,contrastUp,0.353684211,0.38,0.497894737,0.423157895,0.658947368,0.734736842,0.822105263,0.801052632,0.255789474,0.311578947,0.390526316,0.376842105,0.050526316,0.055789474,0.057894737,209.2957342,152.2925906,361.5883248,213.1453581,1,1,1,1,1,1
,flipLeftRight,contrastDown,0.328421053,0.077894737,0.351578947,0.32,0.534736842,0.46,0.611578947,0.54,0.16,0.042105263,0.18,0.155789474,0.024210526,0.007368421,0.007368421,151.7268707,155.3940642,307.1209349,155.069649,1,0,1,1,1,0
,flipUpDown,contrastDown,0.558947368,0.077894737,0.571578947,0.558947368,0.966315789,0.46,0.977894737,0.963157895,0.545263158,0.042105263,0.546315789,0.544210526,0.001052632,0,0.001052632,163.6523603,175.8544432,339.5068035,174.3761397,1,0,1,0,1,0
,rotatePlus5deg,contrastDown,0.376842105,0.077894737,0.405263158,0.378947368,0.553684211,0.46,0.648421053,0.551578947,0.192631579,0.042105263,0.211578947,0.188421053,0.033684211,0.017894737,0.016842105,170.8754387,164.0487633,334.924202,171.0253894,1,1,1,0,1,0
,shearPlus20deg,contrastDown,0.353684211,0.077894737,0.372631579,0.355789474,0.658947368,0.46,0.708421053,0.66,0.255789474,0.042105263,0.267368421,0.261052632,0.024210526,0.015789474,0.02,224.6670932,161.4633468,386.13044,222.3470963,1,1,1,1,1,1
,fisheye,brightnessPlus20,0.476842105,0.070526316,0.496842105,0.483157895,0.662105263,0.46,0.778947368,0.644210526,0.321052632,0.042105263,0.331578947,0.313684211,0.033684211,0.009473684,0.011578947,2632.031463,168.0836395,2800.115103,2661.119913,1,1,1,0,1,0
,fisheye,brightnessMinus20,0.476842105,0.089473684,0.492631579,0.487368421,0.662105263,0.458947368,0.768421053,0.651578947,0.321052632,0.046315789,0.326315789,0.316842105,0.029473684,0.007368421,0.009473684,2653.258739,179.6324654,2832.891204,2628.658731,1,1,1,0,1,0
,fisheye,contrastUp,0.476842105,0.38,0.590526316,0.494736842,0.662105263,0.734736842,0.856842105,0.783157895,0.321052632,0.311578947,0.424210526,0.401052632,0.052631579,0.033684211,0.036842105,2617.433826,155.8464382,2773.280264,2630.910577,1,1,1,1,1,1
,fisheye,contrastDown,0.476842105,0.077894737,0.496842105,0.492631579,0.662105263,0.46,0.776842105,0.648421053,0.321052632,0.042105263,0.331578947,0.32,0.04,0.013684211,0.016842105,2800.87465,177.1997214,2978.074371,3150.639329,1,1,1,0,1,0
,fisheye,blurImage,0.476842105,0.504210526,0.635789474,0.543157895,0.662105263,0.909473684,0.934736842,0.955789474,0.321052632,0.485263158,0.505263158,0.531578947,0.037894737,0.045263158,0.045263158,3047.902093,174.6254513,3222.527545,3073.241334,1,1,0,1,0,1
cocofood,flipLeftRight,flipUpDown,0.387291982,0.538577912,0.605143722,0.537065053,0.641452345,0.915279879,0.953101362,0.927382753,0.222390318,0.49924357,0.511346445,0.50075643,0.015128593,0.012102874,0.012102874,85.4523263,86.976509,172.4288353,86.5958181,1,0,1,1,1,1
,flipLeftRight,rotateMinus5deg,0.387291982,0.428139183,0.555219365,0.470499244,0.641452345,0.638426626,0.773071104,0.65204236,0.222390318,0.23903177,0.32526475,0.257186082,0.075642965,0.042360061,0.049924357,87.6411744,84.7433931,172.3845675,83.9941278,1,1,1,1,1,1
,flipLeftRight,rotatePlus5deg,0.387291982,0.440242057,0.567322239,0.465960666,0.641452345,0.653555219,0.777609682,0.655068079,0.222390318,0.248108926,0.332829047,0.263237519,0.071104387,0.049924357,0.037821483,84.234753,85.7013653,169.9361183,84.5770217,1,1,1,1,1,1
,flipLeftRight,shearMinus20deg,0.387291982,0.419062027,0.537065053,0.443267776,0.641452345,0.774583964,0.845688351,0.762481089,0.222390318,0.329803328,0.384266263,0.332829047,0.052950076,0.027231467,0.036308623,83.7765815,119.478089,203.2546705,118.7263287,1,1,1,0,1,1
,flipLeftRight,shearPlus20deg,0.387291982,0.437216339,0.556732224,0.453857791,0.641452345,0.723146747,0.818456884,0.754916793,0.222390318,0.307110439,0.37065053,0.329803328,0.066565809,0.063540091,0.057488654,83.4345343,119.8296521,203.2641864,121.0109864,1,1,1,1,1,1
,flipUpDown,rotateMinus5deg,0.538577912,0.428139183,0.626323752,0.534039334,0.915279879,0.638426626,0.947049924,0.915279879,0.49924357,0.23903177,0.509833585,0.488653555,0.02269289,0.016641452,0.010590015,86.5508352,88.4450235,174.9958587,87.098289,1,0,1,0,1,0
,flipUpDown,rotatePlus5deg,0.538577912,0.440242057,0.626323752,0.544629349,0.915279879,0.653555219,0.953101362,0.916792738,0.49924357,0.248108926,0.515885023,0.497730711,0.019667171,0.009077156,0.009077156,86.7666742,87.5386946,174.3053688,88.3236759,1,1,1,1,1,0
,flipUpDown,shearMinus20deg,0.538577912,0.419062027,0.58698941,0.538577912,0.915279879,0.774583964,0.953101362,0.937972769,0.49924357,0.329803328,0.512859304,0.511346445,0.019667171,0.018154312,0.015128593,87.7411388,123.1834563,210.9245951,121.9957443,1,0,1,1,1,1
,flipUpDown,shearPlus20deg,0.538577912,0.437216339,0.617246596,0.535552194,0.915279879,0.723146747,0.951588502,0.93494705,0.49924357,0.307110439,0.515885023,0.505295008,0.013615734,0.016641452,0.010590015,86.4394299,122.1447275,208.5841574,121.870674,1,0,1,1,1,1
,rotateMinus5deg,shearMinus20degrees,0.428139183,0.419062027,0.549167927,0.472012103,0.638426626,0.774583964,0.832072617,0.774583964,0.23903177,0.329803328,0.378214826,0.358547655,0.059001513,0.036308623,0.042360061,87.724123,124.1290122,211.8531352,129.4081758,1,1,1,0,1,1
,rotateMinus5deg,shearPlus20degrees,0.428139183,0.437216339,0.576399395,0.465960666,0.638426626,0.723146747,0.812405446,0.700453858,0.23903177,0.307110439,0.376701967,0.299546142,0.066565809,0.033282905,0.034795764,87.6484824,121.2134848,208.8619672,136.2840903,1,1,1,0,1,0
,flipLeftRight,blurImage,0.387291982,0.503782148,0.582450832,0.511346445,0.641452345,0.924357035,0.942511346,0.925869894,0.222390318,0.481089259,0.496217852,0.484114977,0.02118003,0.02118003,0.02269289,90.3845987,89.861432,180.2460307,90.2403938,1,1,1,1,1,1
,flipUpDown,blurImage,0.538577912,0.503782148,0.585476551,0.546142209,0.915279879,0.924357035,0.983358548,0.989409985,0.49924357,0.481089259,0.540090772,0.54311649,0.010590015,0.009077156,0.007564297,89.911673,91.218923,181.130596,85.5026187,1,1,0,1,0,1
,rotateMinus5deg,blur_image,0.428139183,0.503782148,0.605143722,0.502269289,0.638426626,0.924357035,0.939485628,0.916792738,0.23903177,0.481089259,0.490166415,0.473524962,0.019667171,0.02118003,0.027231467,84.8762986,84.5670348,169.4433334,85.2459684,1,0,1,0,1,0
,rotatePlus5deg,shearMinus20degrees,0.440242057,0.419062027,0.579425113,0.452344932,0.653555219,0.774583964,0.850226929,0.732223903,0.248108926,0.329803328,0.402420575,0.323751891,0.048411498,0.030257186,0.034795764,84.28169,120.096846,204.378536,126.4395805,1,1,1,0,1,0
,rotatePlus5deg,shearPlus20degrees,0.440242057,0.437216339,0.580937973,0.494704992,0.653555219,0.723146747,0.810892587,0.774583964,0.248108926,0.307110439,0.379727685,0.363086233,0.060514372,0.06505295,0.055975794,83.9793471,120.826061,204.8054081,127.1619033,1,1,1,1,1,1
,rotatePlus5deg,blurImage,0.440242057,0.503782148,0.606656581,0.497730711,0.653555219,0.924357035,0.940998487,0.919818457,0.248108926,0.481089259,0.493192133,0.468986384,0.015128593,0.019667171,0.02269289,83.1413414,84.1849577,167.3262991,84.4266712,1,0,1,0,1,0
,shearMinus20degrees,blurImage,0.419062027,0.503782148,0.571860817,0.531013616,0.774583964,0.924357035,0.95612708,0.953101362,0.329803328,0.481089259,0.505295008,0.512859304,0.024205749,0.018154312,0.02269289,117.974949,83.9083138,201.8832628,119.3888037,1,1,1,1,0,1
,shearPlus20degrees,blurImage,0.437216339,0.503782148,0.593040847,0.527987897,0.723146747,0.924357035,0.948562784,0.954614221,0.307110439,0.481089259,0.502269289,0.514372163,0.027231467,0.027231467,0.030257186,123.7591809,85.186214,208.9453949,120.2196362,1,1,0,1,0,1
,flipLeftRight,brightnessPlus20,0.387291982,0.08774584,0.419062027,0.379727685,0.641452345,0.482602118,0.711043873,0.642965204,0.222390318,0.045385779,0.240544629,0.219364599,0.013615734,0.003025719,0.009077156,128.0195644,131.3645549,259.3841193,127.47125,1,0,1,1,1,0
,flipUpDown,brightnessPlus20,0.538577912,0.08774584,0.547655068,0.531013616,0.915279879,0.482602118,0.942511346,0.916792738,0.49924357,0.045385779,0.49924357,0.496217852,0,0,0,121.773879,122.7862863,244.5601653,123.3000086,1,0,1,1,1,0
,rotatePlus5deg,brightnessPlus20,0.440242057,0.08774584,0.459909228,0.453857791,0.653555219,0.482602118,0.7397882,0.649016641,0.248108926,0.045385779,0.264750378,0.252647504,0.037821483,0.013615734,0.019667171,125.2283218,123.7364954,248.9648172,124.0088973,1,1,1,0,1,1
,shearPlus20deg,brightnessPlus20,0.437216339,0.08774584,0.452344932,0.441754917,0.723146747,0.482602118,0.791225416,0.727685325,0.307110439,0.045385779,0.317700454,0.308623298,0.025718608,0.012102874,0.016641452,170.3087712,122.8258976,293.1346688,171.92349,1,1,1,1,1,1
,flipLeftRight,brightnessMinus20,0.387291982,0.114977307,0.422087746,0.379727685,0.641452345,0.502269289,0.715582451,0.632375189,0.222390318,0.06505295,0.248108926,0.213313162,0.027231467,0.009077156,0.013615734,122.3892191,123.9342302,246.3234493,121.8146712,1,0,1,0,1,0
,flipUpDown,brightnessMinus20,0.538577912,0.114977307,0.556732224,0.531013616,0.915279879,0.502269289,0.948562784,0.919818457,0.49924357,0.06505295,0.50075643,0.497730711,0,0.001512859,0,121.8085442,128.3723671,250.1809113,128.8059463,1,0,1,1,1,0
,rotatePlus5deg,brightnessMinus20,0.440242057,0.114977307,0.468986384,0.450832073,0.653555219,0.502269289,0.7397882,0.655068079,0.248108926,0.06505295,0.267776097,0.255673222,0.034795764,0.012102874,0.018154312,126.0550645,122.9442637,248.9993282,124.5991325,1,1,1,1,1,1
,shearPlus20deg,brightnessMinus20,0.437216339,0.114977307,0.467473525,0.446293495,0.723146747,0.502269289,0.797276853,0.726172466,0.307110439,0.06505295,0.323751891,0.313161876,0.031770045,0.012102874,0.015128593,169.4088732,123.8245763,293.2334495,170.40558,1,1,1,1,1,1
,flipLeftRight,fisheye,0.387291982,0.526475038,0.62934947,0.550680787,0.641452345,0.7397882,0.863842663,0.745839637,0.222390318,0.375189107,0.428139183,0.385779123,0.063540091,0.045385779,0.040847201,122.1456908,2074.241936,2196.387627,2246.900159,1,1,1,1,1,1
,flipUpDown,fisheye,0.538577912,0.526475038,0.658093797,0.570347958,0.915279879,0.7397882,0.953101362,0.924357035,0.49924357,0.375189107,0.515885023,0.515885023,0.031770045,0.018154312,0.016641452,130.6758724,2282.716537,2413.39241,2303.146502,1,1,1,1,0,1
,rotatePlus5deg,fisheye,0.440242057,0.526475038,0.636913767,0.561270802,0.653555219,0.7397882,0.841149773,0.704992436,0.248108926,0.375189107,0.423600605,0.367624811,0.071104387,0.042360061,0.033282905,128.100808,2103.625948,2231.726756,2756.830469,1,1,1,0,1,0
,shearPlus20deg,fisheye,0.437216339,0.526475038,0.633888048,0.549167927,0.723146747,0.7397882,0.872919818,0.777609682,0.307110439,0.375189107,0.438729198,0.408472012,0.059001513,0.033282905,0.031770045,184.2320284,2312.48122,2496.713248,2498.632753,1,1,1,1,1,1
,flipLeftRight,contrastUp,0.387291982,0.403933434,0.532526475,0.417549168,0.641452345,0.795763994,0.862329803,0.786686838,0.222390318,0.344931921,0.403933434,0.341906203,0.049924357,0.031770045,0.037821483,108.1101176,112.3536031,220.4637207,110.0869928,1,1,1,0,1,0
,flipUpDown,contrastUp,0.538577912,0.403933434,0.580937973,0.526475038,0.915279879,0.795763994,0.960665658,0.953101362,0.49924357,0.344931921,0.517397882,0.509833585,0.013615734,0.010590015,0.012102874,110.2039146,112.1862742,222.3901888,110.70747,1,0,1,1,1,1
,rotatePlus5deg,contrastUp,0.440242057,0.403933434,0.567322239,0.450832073,0.653555219,0.795763994,0.866868381,0.789712557,0.248108926,0.344931921,0.402420575,0.363086233,0.042360061,0.031770045,0.04387292,109.1306477,111.0495093,220.180157,110.7320255,1,1,1,0,1,1
,shearPlus20deg,contrastUp,0.437216339,0.403933434,0.56429652,0.472012103,0.723146747,0.795763994,0.889561271,0.835098336,0.307110439,0.344931921,0.441754917,0.399394856,0.04387292,0.024205749,0.025718608,153.9908771,107.1509312,261.1418083,152.0959104,1,1,1,1,1,1
,flipLeftRight,contrastDown,0.387291982,0.119515885,0.432677761,0.367624811,0.641452345,0.496217852,0.71709531,0.636913767,0.222390318,0.066565809,0.254160363,0.210287443,0.012102874,0.004538578,0.007564297,109.0736096,106.4111534,215.484763,111.1060337,1,0,1,0,1,0
,flipUpDown,contrastDown,0.538577912,0.119515885,0.552193646,0.527987897,0.915279879,0.496217852,0.942511346,0.919818457,0.49924357,0.066565809,0.49924357,0.496217852,0,0,0,110.4974489,115.0239947,225.5214436,116.3918012,1,0,1,1,1,0
,rotatePlus5deg,contrastDown,0.440242057,0.119515885,0.473524962,0.452344932,0.653555219,0.496217852,0.751891074,0.656580938,0.248108926,0.066565809,0.279878971,0.255673222,0.040847201,0.013615734,0.016641452,112.5853752,118.4119487,230.9973239,118.6229265,1,1,1,1,1,1
,shearPlus20deg,contrastDown,0.437216339,0.119515885,0.465960666,0.438729198,0.723146747,0.496217852,0.792738275,0.71709531,0.307110439,0.066565809,0.322239032,0.301059002,0.019667171,0.010590015,0.012102874,153.9501436,114.0104691,267.9606127,150.8558297,1,1,1,0,1,0
,fisheye,brightnessPlus20,0.526475038,0.08774584,0.540090772,0.527987897,0.7397882,0.482602118,0.851739788,0.730711044,0.375189107,0.045385779,0.381240545,0.366111952,0.030257186,0.004538578,0.009077156,1851.785097,112.0132923,1963.79839,1849.279085,1,1,1,0,1,0
,fisheye,brightnessMinus20,0.526475038,0.114977307,0.544629349,0.535552194,0.7397882,0.502269289,0.853252648,0.748865356,0.375189107,0.06505295,0.384266263,0.385779123,0.024205749,0.013615734,0.018154312,1847.871986,106.3033573,1954.175343,1846.163102,1,1,1,1,0,1
,fisheye,contrastUp,0.526475038,0.403933434,0.627836611,0.512859304,0.7397882,0.795763994,0.91376702,0.813918306,0.375189107,0.344931921,0.462934947,0.416036309,0.037821483,0.02118003,0.019667171,1847.909601,103.9859838,1951.895585,1846.198899,1,0,1,1,1,1
,fisheye,contrastDown,0.526475038,0.119515885,0.547655068,0.52193646,0.7397882,0.496217852,0.856278366,0.730711044,0.375189107,0.066565809,0.387291982,0.361573374,0.027231467,0.004538578,0.007564297,1845.758729,105.4313503,1951.190079,1843.51609,1,0,1,0,1,0
,fisheye,blurImage,0.526475038,0.503782148,0.639939486,0.556732224,0.7397882,0.924357035,0.959152799,0.937972769,0.375189107,0.481089259,0.512859304,0.517397882,0.037821483,0.024205749,0.025718608,1844.181102,105.9569118,1950.138013,1842.380514,1,1,1,1,0,1
cocofurniture,flipLeftRight,flipUpDown,0.447632712,0.631276901,0.698708752,0.641319943,0.575322812,0.971305595,0.982783357,0.981348637,0.230989957,0.619799139,0.62553802,0.631276901,0.007173601,0.007173601,0.012912482,89.5747666,87.9534062,177.5281728,89.4672689,1,1,1,1,0,1
,flipLeftRight,rotateMinus5deg,0.447632712,0.486370158,0.621233859,0.543758967,0.575322812,0.609756098,0.734576758,0.629842181,0.230989957,0.286944046,0.370157819,0.31133429,0.084648494,0.053084648,0.067431851,87.4825195,87.6507764,175.1332959,87.7952539,1,1,1,1,1,1
,flipLeftRight,rotatePlus5deg,0.447632712,0.519368723,0.645624103,0.49784792,0.575322812,0.631276901,0.741750359,0.635581062,0.230989957,0.31276901,0.384505022,0.30989957,0.058823529,0.057388809,0.048780488,87.0395436,87.674275,174.7138186,87.7135933,1,0,1,1,1,0
,flipLeftRight,shearMinus20deg,0.447632712,0.492109039,0.631276901,0.505021521,0.575322812,0.75035868,0.817790531,0.75035868,0.230989957,0.393113343,0.447632712,0.393113343,0.06025825,0.06025825,0.06312769,87.5436357,121.1088028,208.6524385,118.5861945,1,1,1,0,1,0
,flipLeftRight,shearPlus20deg,0.447632712,0.492109039,0.631276901,0.519368723,0.575322812,0.746054519,0.802008608,0.734576758,0.230989957,0.390243902,0.43902439,0.390243902,0.057388809,0.06169297,0.058823529,82.3937843,116.939446,199.3332303,116.548278,1,1,1,0,1,0
,flipUpDown,rotateMinus5deg,0.631276901,0.486370158,0.715925395,0.645624103,0.971305595,0.609756098,0.978479197,0.969870875,0.619799139,0.286944046,0.6241033,0.62697274,0.015781923,0.010043042,0.012912482,81.7044057,82.7720704,164.4764761,96.6906684,1,1,1,0,0,1
,flipUpDown,rotatePlus5deg,0.631276901,0.519368723,0.717360115,0.649928264,0.971305595,0.631276901,0.978479197,0.972740316,0.619799139,0.31276901,0.6241033,0.632711621,0.014347202,0.008608321,0.017216643,91.1810682,94.3661165,185.5471847,93.5602509,1,1,1,1,0,1
,flipUpDown,shearMinus20deg,0.631276901,0.492109039,0.682926829,0.648493544,0.971305595,0.75035868,0.987087518,0.987087518,0.619799139,0.393113343,0.629842181,0.639885222,0.010043042,0.007173601,0.012912482,93.8927991,142.1726025,236.0654016,124.8828641,1,1,0,1,0,1
