Dataset,MR1,MR2,objfailureRateMR1,objfailureRateMR2,objfailureRateMR1_MR2_combined,objfailureRateMR1_2_composite,classfailureRateMR1,classfailureRateMR2,classfailureRateMR1_MR2_combined,classfailureRateMR1_2_composite,objClassDetectFailureRateMR1,objClassDetectFailureRateMR2,objClassDetectFailureRateMR1_MR2,objClassDetectFailureRateMR12,objDetectCompositeMRUniqueFaults,objClassCompositeMRUniqueFaults,compositeMRUniqueFaults,timeMR1,timeMR2,timeMR12,timeMR12_composite
cocoanimal,flipLeftRight,flipUpDown,0.396842105,0.722105263,0.801052632,0.722105263,0.378947368,0.878947368,0.904210526,0.888421053,0.192631579,0.685263158,0.698947368,0.690526316,0.033684211,0.033684211,0.037894737,41.5787413,39.3050431,80.8837844,40.1866061
,flipLeftRight,rotateMinus5deg,0.396842105,0.443157895,0.592631579,0.452631579,0.378947368,0.349473684,0.489473684,0.352631579,0.192631579,0.192631579,0.289473684,0.197894737,0.081052632,0.051578947,0.050526316,39.4310284,41.0522772,80.4833056,41.5852364
,flipLeftRight,rotatePlus5deg,0.396842105,0.454736842,0.58,0.468421053,0.378947368,0.361052632,0.493684211,0.381052632,0.192631579,0.206315789,0.292631579,0.224210526,0.089473684,0.057894737,0.052631579,39.4835124,40.6141929,80.0977053,41.5184436
,flipLeftRight,shearMinus20deg,0.396842105,0.465263158,0.595789474,0.467368421,0.378947368,0.494736842,0.575789474,0.490526316,0.192631579,0.307368421,0.375789474,0.311578947,0.071578947,0.083157895,0.075789474,39.6701947,106.9790233,146.649218,107.0138333
,flipLeftRight,shearPlus20deg,0.396842105,0.447368421,0.588421053,0.471578947,0.378947368,0.473684211,0.563157895,0.484210526,0.192631579,0.3,0.365263158,0.3,0.086315789,0.078947368,0.072631579,39.5492706,105.9075136,145.4567842,106.0626462
,flipUpDown,rotateMinus5deg,0.722105263,0.443157895,0.809473684,0.735789474,0.878947368,0.349473684,0.895789474,0.878947368,0.685263158,0.192631579,0.7,0.691578947,0.043157895,0.035789474,0.043157895,39.2580565,40.668348,79.9264045,40.8918131
,flipUpDown,rotatePlus5deg,0.722105263,0.454736842,0.812631579,0.722105263,0.878947368,0.361052632,0.9,0.88,0.685263158,0.206315789,0.701052632,0.68,0.041052632,0.038947368,0.041052632,39.4276826,40.8002104,80.227893,40.8317849
,flipUpDown,shearMinus20deg,0.722105263,0.465263158,0.787368421,0.735789474,0.878947368,0.494736842,0.906315789,0.913684211,0.685263158,0.307368421,0.707368421,0.712631579,0.045263158,0.04,0.047368421,39.5827325,106.998201,146.5809335,107.4673557
,flipUpDown,shearPlus20deg,0.722105263,0.447368421,0.782105263,0.743157895,0.878947368,0.473684211,0.903157895,0.915789474,0.685263158,0.3,0.703157895,0.722105263,0.048421053,0.050526316,0.055789474,39.3928803,105.8513269,145.2442072,107.1907274
,rotateMinus5deg,shearMinus20degrees,0.443157895,0.465263158,0.613684211,0.522105263,0.349473684,0.494736842,0.561052632,0.550526316,0.192631579,0.307368421,0.366315789,0.370526316,0.088421053,0.083157895,0.082105263,40.9600859,106.0558676,147.0159535,120.7094284
,rotateMinus5deg,shearPlus20degrees,0.443157895,0.349473684,0.447368421,0.473684211,0.611578947,0.556842105,0.48,0.450526316,0.192631579,0.307368421,0.366315789,0.370526316,0.088421053,0.083157895,0.082105263,0.192631579,0.3,0.367368421,0.288421053
,flipLeftRight,blurImage,0.396842105,0.718947368,0.8,0.710526316,0.378947368,0.887368421,0.904210526,0.889473684,0.192631579,0.686315789,0.696842105,0.68,0.026315789,0.026315789,0.029473684,106.7681807,108.5280282,215.2962089,109.1721173
,flipUpDown,blurImage,0.722105263,0.718947368,0.82,0.790526316,0.878947368,0.887368421,0.972631579,0.977894737,0.685263158,0.686315789,0.774736842,0.782105263,0.021052632,0.021052632,0.025263158,103.6532016,108.8179705,212.4711721,109.0749563
,rotateMinus5deg,blur_image,0.443157895,0.718947368,0.818947368,0.682105263,0.349473684,0.887368421,0.897894737,0.867368421,0.192631579,0.686315789,0.696842105,0.653684211,0.02,0.027368421,0.024210526,106.0123282,106.8226763,212.8350045,113.4753507
,rotatePlus5deg,shearMinus20degrees,0.454736842,0.465263158,0.624210526,0.487368421,0.361052632,0.494736842,0.566315789,0.465263158,0.206315789,0.307368421,0.369473684,0.289473684,0.062105263,0.06,0.056842105,106.1910054,235.6225396,341.813545,263.5646443
,rotatePlus5deg,shearPlus20degrees,0.454736842,0.447368421,0.606315789,0.509473684,0.361052632,0.473684211,0.542105263,0.538947368,0.206315789,0.3,0.354736842,0.358947368,0.077894737,0.094736842,0.084210526,105.9898819,234.0118565,340.0017384,262.9320152
,rotatePlus5deg,blurImage,0.454736842,0.718947368,0.816842105,0.690526316,0.361052632,0.887368421,0.9,0.874736842,0.206315789,0.686315789,0.693684211,0.657894737,0.017894737,0.016842105,0.022105263,105.8039534,107.1481631,212.9521165,113.3126208
,shearMinus20degrees,blurImage,0.465263158,0.718947368,0.788421053,0.725263158,0.494736842,0.887368421,0.908421053,0.912631579,0.307368421,0.686315789,0.703157895,0.704210526,0.032631579,0.034736842,0.038947368,233.3036875,108.4460723,341.7497598,239.7431122
,shearPlus20degrees,blurImage,0.447368421,0.718947368,0.784210526,0.710526316,0.473684211,0.887368421,0.902105263,0.908421053,0.3,0.686315789,0.695789474,0.693684211,0.028421053,0.031578947,0.038947368,234.8285612,111.8083329,346.6368941,243.4286572
,flipLeftRight,brightnessPlus20,0.396842105,0.102105263,0.434736842,0.412631579,0.378947368,0.244210526,0.450526316,0.386315789,0.192631579,0.052631579,0.216842105,0.210526316,0.030526316,0.016842105,0.024210526,40.2602851,38.6437488,78.9040339,38.6075646
,flipUpDown,brightnessPlus20,0.722105263,0.102105263,0.727368421,0.718947368,0.878947368,0.244210526,0.905263158,0.881052632,0.685263158,0.052631579,0.688421053,0.685263158,0.007368421,0.004210526,0.006315789,38.3519183,39.1799308,77.5318491,41.8826615
,rotatePlus5deg,brightnessPlus20,0.454736842,0.102105263,0.482105263,0.449473684,0.361052632,0.244210526,0.451578947,0.352631579,0.206315789,0.052631579,0.233684211,0.190526316,0.043157895,0.021052632,0.023157895,44.4525473,40.8391534,85.2917007,45.4504335
,shearPlus20deg,brightnessPlus20,0.447368421,0.102105263,0.464210526,0.453684211,0.473684211,0.244210526,0.530526316,0.482105263,0.3,0.052631579,0.316842105,0.305263158,0.036842105,0.022105263,0.025263158,104.2807732,37.5598234,141.8405966,103.626199
,flipLeftRight,brightnessMinus20,0.396842105,0.112631579,0.444210526,0.415789474,0.378947368,0.253684211,0.449473684,0.384210526,0.192631579,0.067368421,0.230526316,0.207368421,0.043157895,0.018947368,0.021052632,40.8136979,43.4702352,84.2839331,41.8683668
,flipUpDown,brightnessMinus20,0.722105263,0.112631579,0.735789474,0.72,0.878947368,0.253684211,0.905263158,0.877894737,0.685263158,0.067368421,0.687368421,0.684210526,0.007368421,0.005263158,0.006315789,41.1730132,41.1123394,82.2853526,39.7572178
,rotatePlus5deg,brightnessMinus20,0.454736842,0.112631579,0.490526316,0.446315789,0.361052632,0.253684211,0.457894737,0.369473684,0.206315789,0.067368421,0.245263158,0.209473684,0.023157895,0.017894737,0.016842105,42.9238616,39.9708152,82.8946768,49.8583011
,shearPlus20deg,brightnessMinus20,0.447368421,0.112631579,0.475789474,0.437894737,0.473684211,0.253684211,0.530526316,0.466315789,0.3,0.067368421,0.322105263,0.290526316,0.023157895,0.012631579,0.014736842,107.1924685,40.2503888,147.4428573,105.1235014
,flipLeftRight,fisheye,0.396842105,0.568421053,0.682105263,0.550526316,0.378947368,0.578947368,0.650526316,0.567368421,0.192631579,0.416842105,0.453684211,0.385263158,0.053684211,0.045263158,0.041052632,39.7151666,2288.43587,2328.151037,3763.149621
,flipUpDown,fisheye,0.722105263,0.568421053,0.822105263,0.746315789,0.878947368,0.578947368,0.92,0.913684211,0.685263158,0.416842105,0.722105263,0.714736842,0.041052632,0.047368421,0.047368421,36.6916877,2364.69988,2401.391568,2367.899041
,rotatePlus5deg,fisheye,0.454736842,0.568421053,0.687368421,0.586315789,0.361052632,0.578947368,0.642105263,0.563157895,0.206315789,0.416842105,0.454736842,0.404210526,0.077894737,0.051578947,0.051578947,37.3219814,2363.067589,2400.389571,2813.414302
,shearPlus20deg,fisheye,0.447368421,0.568421053,0.673684211,0.594736842,0.473684211,0.578947368,0.683157895,0.636842105,0.3,0.416842105,0.490526316,0.453684211,0.073684211,0.062105263,0.058947368,105.1334299,2269.866628,2375.000058,2710.55048
,flipLeftRight,contrastUp,0.396842105,0.497894737,0.638947368,0.527368421,0.378947368,0.554736842,0.641052632,0.584210526,0.192631579,0.358947368,0.416842105,0.382105263,0.061052632,0.051578947,0.063157895,36.4027614,37.5634479,73.9662093,38.5656874
,flipUpDown,contrastUp,0.722105263,0.497894737,0.804210526,0.749473684,0.878947368,0.554736842,0.925263158,0.908421053,0.685263158,0.358947368,0.723157895,0.715789474,0.037894737,0.032631579,0.041052632,36.8024355,38.0236029,74.8260384,38.3877356
,rotatePlus5deg,contrastUp,0.454736842,0.497894737,0.665263158,0.545263158,0.361052632,0.554736842,0.642105263,0.561052632,0.206315789,0.358947368,0.431578947,0.366315789,0.074736842,0.058947368,0.064210526,37.9874911,38.0242845,76.0117756,39.5073529
,shearPlus20deg,contrastUp,0.447368421,0.497894737,0.646315789,0.572631579,0.473684211,0.554736842,0.673684211,0.658947368,0.3,0.358947368,0.458947368,0.444210526,0.091578947,0.077894737,0.08,99.7380889,37.3135205,137.0516094,100.7520411
,flipLeftRight,contrastDown,0.396842105,0.102105263,0.426315789,0.409473684,0.378947368,0.246315789,0.444210526,0.38,0.192631579,0.055789474,0.214736842,0.207368421,0.035789474,0.013684211,0.023157895,36.4889262,37.511836,74.0007622,38.0016027
,flipUpDown,contrastDown,0.722105263,0.102105263,0.730526316,0.72,0.878947368,0.246315789,0.904210526,0.88,0.685263158,0.055789474,0.688421053,0.686315789,0.010526316,0.005263158,0.008421053,36.9282827,37.7460623,74.674345,38.3229054
,rotatePlus5deg,contrastDown,0.454736842,0.102105263,0.478947368,0.446315789,0.361052632,0.246315789,0.450526316,0.353684211,0.206315789,0.055789474,0.233684211,0.192631579,0.038947368,0.017894737,0.018947368,37.9956778,38.1703134,76.1659912,39.3419372
,shearPlus20deg,contrastDown,0.447368421,0.102105263,0.465263158,0.431578947,0.473684211,0.246315789,0.528421053,0.470526316,0.3,0.055789474,0.317894737,0.296842105,0.030526316,0.022105263,0.024210526,99.4100562,37.1795646,136.5896208,101.8761728
,fisheye,brightnessPlus20,0.568421053,0.102105263,0.584210526,0.563157895,0.578947368,0.244210526,0.648421053,0.558947368,0.416842105,0.052631579,0.431578947,0.396842105,0.043157895,0.014736842,0.014736842,2180.170824,36.7318796,2216.902704,2111.623749
,fisheye,brightnessMinus20,0.568421053,0.112631579,0.591578947,0.554736842,0.578947368,0.253684211,0.649473684,0.578947368,0.416842105,0.067368421,0.434736842,0.407368421,0.016842105,0.007368421,0.008421053,2099.403822,36.9718916,2136.375714,2097.251226
,fisheye,contrastUp,0.568421053,0.497894737,0.714736842,0.622105263,0.578947368,0.554736842,0.735789474,0.691578947,0.416842105,0.358947368,0.524210526,0.490526316,0.076842105,0.055789474,0.058947368,2081.678555,36.9541378,2118.632693,2076.540855
,fisheye,contrastDown,0.568421053,0.102105263,0.582105263,0.563157895,0.578947368,0.246315789,0.647368421,0.567368421,0.416842105,0.055789474,0.430526316,0.4,0.042105263,0.015789474,0.013684211,2060.459672,36.7384225,2097.198094,2068.651985
,fisheye,blurImage,0.568421053,0.718947368,0.815789474,0.741052632,0.578947368,0.887368421,0.915789474,0.938947368,0.416842105,0.686315789,0.711578947,0.728421053,0.041052632,0.047368421,0.047368421,2058.249053,38.0485748,2096.297628,2081.309783
cocofood,flipLeftRight,flipUpDown,0.571860817,0.744326778,0.829046899,0.76096823,0.518910741,0.89107413,0.922844175,0.878971256,0.322239032,0.704992436,0.724659607,0.700453858,0.027231467,0.024205749,0.027231467,29.3009338,27.2988515,56.5997853,27.7082622
,flipLeftRight,rotateMinus5deg,0.571860817,0.558245083,0.736762481,0.583963691,0.518910741,0.482602118,0.662632375,0.518910741,0.322239032,0.284417549,0.449319213,0.30408472,0.081694402,0.063540091,0.06505295,27.5213666,28.5851606,56.1065272,28.8508438
,flipLeftRight,rotatePlus5deg,0.571860817,0.591527988,0.750378215,0.6096823,0.518910741,0.511346445,0.680786687,0.524962179,0.322239032,0.317700454,0.462934947,0.320726172,0.083207262,0.059001513,0.071104387,27.4591951,28.298665,55.7578601,28.9177459
,flipLeftRight,shearMinus20deg,0.571860817,0.561270802,0.732223903,0.615733737,0.518910741,0.600605144,0.727685325,0.636913767,0.322239032,0.379727685,0.505295008,0.426626324,0.093797277,0.081694402,0.089258699,27.6073108,76.1640666,103.7713774,75.7442742
,flipLeftRight,shearPlus20deg,0.571860817,0.606656581,0.751891074,0.612708018,0.518910741,0.602118003,0.726172466,0.649016641,0.322239032,0.411497731,0.520423601,0.444780635,0.074130106,0.095310136,0.099848714,27.498181,74.7730783,102.2712593,76.0588039
,flipUpDown,rotateMinus5deg,0.744326778,0.558245083,0.832072617,0.750378215,0.89107413,0.482602118,0.916792738,0.872919818,0.704992436,0.284417549,0.721633888,0.686838124,0.040847201,0.031770045,0.040847201,27.2579154,28.7477499,56.0056653,28.4561966
,flipUpDown,rotatePlus5deg,0.744326778,0.591527988,0.839636914,0.751891074,0.89107413,0.511346445,0.916792738,0.872919818,0.704992436,0.317700454,0.720121029,0.688350983,0.028744327,0.024205749,0.031770045,27.4893118,28.3327075,55.8220193,28.5430115
,flipUpDown,shearMinus20deg,0.744326778,0.561270802,0.830559758,0.747352496,0.89107413,0.600605144,0.93494705,0.904689864,0.704992436,0.379727685,0.735249622,0.712556732,0.030257186,0.028744327,0.031770045,27.2900809,75.6500867,102.9401676,76.8277717
,flipUpDown,shearPlus20deg,0.744326778,0.606656581,0.833585477,0.770045386,0.89107413,0.602118003,0.922844175,0.898638427,0.704992436,0.411497731,0.736762481,0.723146747,0.033282905,0.030257186,0.033282905,27.316156,75.5305035,102.8466595,75.3593233
,rotateMinus5deg,shearMinus20degrees,0.558245083,0.561270802,0.724659607,0.611195159,0.482602118,0.600605144,0.69591528,0.645990923,0.284417549,0.379727685,0.472012103,0.43570348,0.072617247,0.06505295,0.077155825,28.5130807,75.0082029,103.5212836,85.4436461
,rotateMinus5deg,shearPlus20degrees,0.558245083,0.482602118,0.606656581,0.602118003,0.751891074,0.694402421,0.600605144,0.594553707,0.284417549,0.379727685,0.472012103,0.43570348,0.072617247,0.06505295,0.077155825,0.284417549,0.411497731,0.496217852,0.39183056
,flipLeftRight,blurImage,0.571860817,0.750378215,0.829046899,0.7397882,0.518910741,0.903177005,0.919818457,0.915279879,0.322239032,0.721633888,0.736762481,0.71709531,0.02118003,0.031770045,0.025718608,75.4030664,75.409469,150.8125354,75.800094
,flipUpDown,blurImage,0.744326778,0.750378215,0.822995461,0.80332829,0.89107413,0.903177005,0.968229955,0.974281392,0.704992436,0.721633888,0.780635401,0.789712557,0.031770045,0.024205749,0.025718608,72.8422013,75.5002141,148.3424154,76.0374353
,rotateMinus5deg,blur_image,0.558245083,0.750378215,0.830559758,0.736762481,0.482602118,0.903177005,0.91376702,0.886535552,0.284417549,0.721633888,0.729198185,0.69591528,0.02269289,0.024205749,0.028744327,73.3776744,75.5893007,148.9669751,78.5822454
,rotatePlus5deg,shearMinus20degrees,0.591527988,0.561270802,0.742813918,0.618759455,0.511346445,0.600605144,0.732223903,0.577912254,0.317700454,0.379727685,0.488653555,0.388804841,0.081694402,0.048411498,0.081694402,74.911747,165.046093,239.95784,186.5592524
,rotatePlus5deg,shearPlus20degrees,0.591527988,0.606656581,0.767019667,0.624810893,0.511346445,0.602118003,0.703479576,0.659606657,0.317700454,0.411497731,0.511346445,0.447806354,0.062027231,0.080181543,0.08623298,73.4881498,167.1052989,240.5934487,187.1119741
,rotatePlus5deg,blurImage,0.591527988,0.750378215,0.845688351,0.723146747,0.511346445,0.903177005,0.915279879,0.880484115,0.317700454,0.721633888,0.730711044,0.682299546,0.018154312,0.024205749,0.024205749,73.1517733,75.383295,148.5350683,78.3555187
,shearMinus20degrees,blurImage,0.561270802,0.750378215,0.827534039,0.73827534,0.600605144,0.903177005,0.928895613,0.921331316,0.379727685,0.721633888,0.744326778,0.721633888,0.019667171,0.027231467,0.025718608,166.0309524,75.8277131,241.8586655,170.0979408
,shearPlus20degrees,blurImage,0.606656581,0.750378215,0.838124054,0.767019667,0.602118003,0.903177005,0.922844175,0.924357035,0.411497731,0.721633888,0.736762481,0.735249622,0.031770045,0.030257186,0.036308623,172.1481464,78.458055,250.6062014,175.2713187
,flipLeftRight,brightnessPlus20,0.571860817,0.157337368,0.603630862,0.549167927,0.518910741,0.267776097,0.593040847,0.524962179,0.322239032,0.081694402,0.34795764,0.317700454,0.019667171,0.016641452,0.02118003,26.8043683,25.5904349,52.3948032,26.1564994
,flipUpDown,brightnessPlus20,0.744326778,0.157337368,0.754916793,0.745839637,0.89107413,0.267776097,0.918305598,0.89107413,0.704992436,0.081694402,0.708018154,0.703479576,0.007564297,0.004538578,0.004538578,25.4180624,25.9578965,51.3759589,26.3327557
,rotatePlus5deg,brightnessPlus20,0.591527988,0.157337368,0.633888048,0.576399395,0.511346445,0.267776097,0.611195159,0.494704992,0.317700454,0.081694402,0.358547655,0.290468986,0.051437216,0.018154312,0.028744327,26.2420185,26.084914,52.3269325,27.2980214
,shearPlus20deg,brightnessPlus20,0.606656581,0.157337368,0.641452345,0.588502269,0.602118003,0.267776097,0.676248109,0.602118003,0.411497731,0.081694402,0.43570348,0.408472012,0.024205749,0.010590015,0.02118003,71.4584621,25.5894968,97.0479589,71.5571325
,flipLeftRight,brightnessMinus20,0.571860817,0.178517398,0.617246596,0.549167927,0.518910741,0.288956127,0.605143722,0.515885023,0.322239032,0.10892587,0.372163389,0.308623298,0.025718608,0.02118003,0.02269289,25.2104877,25.8094758,51.0199635,26.2529484
,flipUpDown,brightnessMinus20,0.744326778,0.178517398,0.763993949,0.754916793,0.89107413,0.288956127,0.919818457,0.894099849,0.704992436,0.10892587,0.714069592,0.709531014,0.019667171,0.010590015,0.012102874,25.4810772,26.1823291,51.6634063,26.3204947
,rotatePlus5deg,brightnessMinus20,0.591527988,0.178517398,0.635400908,0.58698941,0.511346445,0.288956127,0.6096823,0.515885023,0.317700454,0.10892587,0.36913767,0.32526475,0.039334342,0.019667171,0.027231467,26.2179784,26.1278497,52.3458281,27.2132987
,shearPlus20deg,brightnessMinus20,0.606656581,0.178517398,0.638426626,0.611195159,0.602118003,0.288956127,0.676248109,0.614220877,0.411497731,0.10892587,0.441754917,0.423600605,0.042360061,0.018154312,0.034795764,71.3509831,25.6656869,97.01667,72.3804472
,flipLeftRight,fisheye,0.571860817,0.667170953,0.809379728,0.67473525,0.518910741,0.627836611,0.773071104,0.661119516,0.322239032,0.444780635,0.547655068,0.465960666,0.049924357,0.049924357,0.062027231,25.2265067,1486.838374,1512.064881,1480.990041
,flipUpDown,fisheye,0.744326778,0.667170953,0.8698941,0.753403933,0.89107413,0.627836611,0.924357035,0.881996974,0.704992436,0.444780635,0.73827534,0.683812405,0.034795764,0.033282905,0.034795764,25.1213379,1478.834697,1503.956035,1483.538137
,rotatePlus5deg,fisheye,0.591527988,0.667170953,0.813918306,0.688350983,0.511346445,0.627836611,0.71709531,0.664145234,0.317700454,0.444780635,0.52193646,0.462934947,0.052950076,0.049924357,0.060514372,25.8271423,1480.374521,1506.201663,1838.71259
,shearPlus20deg,fisheye,0.606656581,0.667170953,0.819969743,0.689863843,0.602118003,0.627836611,0.768532526,0.685325265,0.411497731,0.444780635,0.568835098,0.491679274,0.06505295,0.045385779,0.052950076,70.9288222,1483.999022,1554.927844,3663.358419
,flipLeftRight,contrastUp,0.571860817,0.6096823,0.763993949,0.636913767,0.518910741,0.679273828,0.773071104,0.683812405,0.322239032,0.464447806,0.546142209,0.481089259,0.06505295,0.040847201,0.071104387,32.1837922,32.3079211,64.4917133,32.4057057
,flipUpDown,contrastUp,0.744326778,0.6096823,0.822995461,0.757942511,0.89107413,0.679273828,0.940998487,0.895612708,0.704992436,0.464447806,0.748865356,0.708018154,0.025718608,0.015128593,0.02269289,30.6454096,31.2077742,61.8531838,32.3241964
,rotatePlus5deg,contrastUp,0.591527988,0.6096823,0.788199697,0.649016641,0.511346445,0.679273828,0.780635401,0.649016641,0.317700454,0.464447806,0.567322239,0.449319213,0.052950076,0.040847201,0.051437216,32.5509894,31.7725562,64.3235456,31.4180085
,shearPlus20deg,contrastUp,0.606656581,0.6096823,0.78214826,0.655068079,0.602118003,0.679273828,0.788199697,0.711043873,0.411497731,0.464447806,0.593040847,0.520423601,0.060514372,0.054462935,0.055975794,80.6499371,32.4920017,113.1419388,84.7008811
,flipLeftRight,contrastDown,0.571860817,0.175491679,0.606656581,0.555219365,0.518910741,0.296520424,0.602118003,0.526475038,0.322239032,0.110438729,0.366111952,0.323751891,0.025718608,0.019667171,0.019667171,29.9196495,29.4475832,59.3672327,31.9145265
,flipUpDown,contrastDown,0.744326778,0.175491679,0.756429652,0.742813918,0.89107413,0.296520424,0.922844175,0.897125567,0.704992436,0.110438729,0.712556732,0.704992436,0.009077156,0.007564297,0.007564297,32.1746636,30.3022878,62.4769514,31.4334367
,rotatePlus5deg,contrastDown,0.591527988,0.175491679,0.635400908,0.582450832,0.511346445,0.296520424,0.617246596,0.50075643,0.317700454,0.110438729,0.366111952,0.302571861,0.051437216,0.016641452,0.027231467,35.0473937,35.8667386,70.9141323,38.3176136
,shearPlus20deg,contrastDown,0.606656581,0.175491679,0.639939486,0.594553707,0.602118003,0.296520424,0.67322239,0.615733737,0.411497731,0.110438729,0.440242057,0.422087746,0.034795764,0.015128593,0.028744327,82.1293533,32.6697947,114.799148,83.6199976
,fisheye,brightnessPlus20,0.667170953,0.157337368,0.694402421,0.658093797,0.627836611,0.267776097,0.730711044,0.63086233,0.444780635,0.081694402,0.468986384,0.429652042,0.049924357,0.015128593,0.027231467,1926.72718,32.3481987,1959.075379,1927.576152
,fisheye,brightnessMinus20,0.667170953,0.178517398,0.701966717,0.676248109,0.627836611,0.288956127,0.727685325,0.639939486,0.444780635,0.10892587,0.475037821,0.458396369,0.030257186,0.013615734,0.02269289,1809.62021,28.7399139,1838.360124,1691.230129
,fisheye,contrastUp,0.667170953,0.6096823,0.807866868,0.686838124,0.627836611,0.679273828,0.812405446,0.762481089,0.444780635,0.464447806,0.602118003,0.550680787,0.054462935,0.046898638,0.06505295,1919.898054,31.8377148,1951.735769,1910.524242
,fisheye,contrastDown,0.667170953,0.175491679,0.69591528,0.659606657,0.627836611,0.296520424,0.736762481,0.635400908,0.444780635,0.110438729,0.479576399,0.431164902,0.040847201,0.012102874,0.019667171,1603.841691,28.4839522,1632.325644,1603.538037
,fisheye,blurImage,0.667170953,0.750378215,0.868381241,0.765506808,0.627836611,0.903177005,0.930408472,0.922844175,0.444780635,0.721633888,0.742813918,0.730711044,0.031770045,0.039334342,0.042360061,1608.942745,29.3734566,1638.316201,1604.395415
cocofurniture,flipLeftRight,flipUpDown,0.571018651,0.786226686,0.852223816,0.786226686,0.510760402,0.955523673,0.964131994,0.964131994,0.31276901,0.771879484,0.783357245,0.774748924,0.020086083,0.020086083,0.021520803,30.344553,28.7091237,59.0536767,28.9213897
,flipLeftRight,rotateMinus5deg,0.571018651,0.621233859,0.776183644,0.628407461,0.510760402,0.482065997,0.644189383,0.494978479,0.31276901,0.286944046,0.44045911,0.308464849,0.071736011,0.050215208,0.053084648,28.7784388,29.7562796,58.5347184,30.0312846
,flipLeftRight,rotatePlus5deg,0.571018651,0.628407461,0.758967001,0.644189383,0.510760402,0.50215208,0.648493544,0.517934003,0.31276901,0.324246772,0.447632712,0.327116212,0.087517934,0.06169297,0.067431851,28.8599116,29.6774817,58.5373933,30.135959
,flipLeftRight,shearMinus20deg,0.571018651,0.591104735,0.746054519,0.606886657,0.510760402,0.578192253,0.68866571,0.606886657,0.31276901,0.391678623,0.494978479,0.403156385,0.06456241,0.065997131,0.071736011,29.0305928,78.5405409,107.5711337,78.395662
,flipLeftRight,shearPlus20deg,0.571018651,0.606886657,0.770444763,0.629842181,0.510760402,0.583931133,0.698708752,0.634146341,0.31276901,0.403156385,0.503586801,0.43472023,0.071736011,0.088952654,0.088952654,28.7517196,77.5117865,106.2635061,78.3021666
,flipUpDown,rotateMinus5deg,0.786226686,0.621233859,0.866571019,0.784791966,0.955523673,0.482065997,0.961262554,0.944045911,0.771879484,0.286944046,0.776183644,0.761836442,0.021520803,0.015781923,0.022955524,28.4696948,29.6390214,58.1087162,29.8209789
,flipUpDown,rotatePlus5deg,0.786226686,0.628407461,0.868005739,0.786226686,0.955523673,0.50215208,0.965566714,0.952654232,0.771879484,0.324246772,0.783357245,0.771879484,0.018651363,0.015781923,0.020086083,28.5778875,29.5935204,58.1714079,29.6878819
,flipUpDown,shearMinus20deg,0.786226686,0.591104735,0.853658537,0.791965567,0.955523673,0.578192253,0.968436155,0.962697274,0.771879484,0.391678623,0.786226686,0.777618364,0.028694405,0.014347202,0.022955524,28.6086617,78.1702526,106.7789143,78.4337545
,flipUpDown,shearPlus20deg,0.786226686,0.606886657,0.847919656,0.794835007,0.955523673,0.583931133,0.969870875,0.968436155,0.771879484,0.403156385,0.790530846,0.787661406,0.024390244,0.017216643,0.027259684,28.5335781,78.1220239,106.655602,78.0321901
,rotateMinus5deg,shearMinus20degrees,0.621233859,0.591104735,0.770444763,0.638450502,0.482065997,0.578192253,0.670014347,0.674318508,0.286944046,0.391678623,0.460545194,0.457675753,0.06312769,0.087517934,0.103299857,29.7198887,78.0085804,107.7284691,88.9897629
,rotateMinus5deg,shearPlus20degrees,0.621233859,0.482065997,0.606886657,0.583931133,0.776183644,0.674318508,0.62553802,0.578192253,0.286944046,0.391678623,0.460545194,0.457675753,0.06312769,0.087517934,0.103299857,0.286944046,0.403156385,0.480631277,0.391678623
,flipLeftRight,blurImage,0.571018651,0.744619799,0.837876614,0.754662841,0.510760402,0.895265423,0.912482066,0.908177905,0.31276901,0.717360115,0.733142037,0.721664275,0.024390244,0.031563845,0.028694405,78.2006176,78.7345108,156.9351284,80.517709
,flipUpDown,blurImage,0.786226686,0.744619799,0.837876614,0.817790531,0.955523673,0.895265423,0.989956958,0.982783357,0.771879484,0.717360115,0.816355811,0.81061693,0.017216643,0.007173601,0.011477762,74.0443556,80.086114,154.1304696,78.7922271
